id,發佈統計日期,縣市,群組,第1劑,第2劑,加強劑,追加劑
3950,2022-04-18,全國,12-17歲,88.90,80.80,0.00,0.20
3949,2022-04-18,全國,總計,84.20,79.40,0.80,55.60
3948,2022-04-18,連江縣,75歲以上,86.90,81.50,0.50,64.90
3947,2022-04-18,連江縣,65歲以上,91.70,89.40,0.40,77.60
3946,2022-04-18,連江縣,65-74歲,94.00,93.00,0.30,83.50
3945,2022-04-18,連江縣,50-64歲,94.00,91.90,0.40,78.20
3944,2022-04-18,連江縣,30-49歲,99.30,96.80,0.40,81.40
3943,2022-04-18,連江縣,18-29歲,99.60,98.10,0.40,76.60
3942,2022-04-18,連江縣,12-17歲,93.80,85.80,0.00,0.00
3941,2022-04-18,連江縣,總計,88.20,85.90,0.30,69.00
3940,2022-04-18,金門縣,75歲以上,75.80,69.90,0.70,49.40
3939,2022-04-18,金門縣,65歲以上,85.40,81.40,0.90,63.20
3938,2022-04-18,金門縣,65-74歲,90.80,87.80,1.00,70.90
3937,2022-04-18,金門縣,50-64歲,90.70,87.30,0.80,67.70
3936,2022-04-18,金門縣,30-49歲,95.10,91.30,0.40,69.80
3935,2022-04-18,金門縣,18-29歲,97.00,92.80,0.40,65.20
3934,2022-04-18,金門縣,12-17歲,90.50,82.50,0.00,0.40
3933,2022-04-18,金門縣,總計,86.00,82.30,0.50,60.10
3932,2022-04-18,澎湖縣,75歲以上,69.60,63.80,1.20,48.70
3931,2022-04-18,澎湖縣,65歲以上,79.90,75.20,1.20,60.80
3930,2022-04-18,澎湖縣,65-74歲,87.30,83.50,1.20,69.50
3929,2022-04-18,澎湖縣,50-64歲,90.40,86.50,1.20,69.30
3928,2022-04-18,澎湖縣,30-49歲,97.80,93.50,0.80,72.50
3927,2022-04-18,澎湖縣,18-29歲,99.60,94.90,0.50,69.70
3926,2022-04-18,澎湖縣,12-17歲,91.40,83.10,0.00,0.10
3925,2022-04-18,澎湖縣,總計,85.00,80.80,0.80,60.30
3924,2022-04-18,南投縣,75歲以上,77.90,72.10,1.60,56.90
3923,2022-04-18,南投縣,65歲以上,84.30,79.60,1.30,64.50
3922,2022-04-18,南投縣,65-74歲,88.80,84.90,1.10,69.90
3921,2022-04-18,南投縣,50-64歲,86.80,82.20,0.90,62.30
3920,2022-04-18,南投縣,30-49歲,97.60,91.40,0.90,62.90
3919,2022-04-18,南投縣,18-29歲,101.90,94.60,0.50,59.90
3918,2022-04-18,南投縣,12-17歲,90.20,81.70,0.00,0.40
3917,2022-04-18,南投縣,總計,84.70,79.40,0.80,54.40
3916,2022-04-18,臺東縣,75歲以上,72.90,65.20,1.40,45.40
3915,2022-04-18,臺東縣,65歲以上,78.30,71.90,1.30,52.60
3914,2022-04-18,臺東縣,65-74歲,81.90,76.40,1.30,57.30
3913,2022-04-18,臺東縣,50-64歲,83.10,76.40,1.10,53.90
3912,2022-04-18,臺東縣,30-49歲,89.50,81.50,1.00,54.10
3911,2022-04-18,臺東縣,18-29歲,94.10,85.20,0.70,51.50
3910,2022-04-18,臺東縣,12-17歲,88.40,80.30,0.00,0.40
3909,2022-04-18,臺東縣,總計,78.70,71.90,0.90,45.80
3908,2022-04-18,花蓮縣,75歲以上,71.50,65.00,1.50,47.80
3907,2022-04-18,花蓮縣,65歲以上,79.30,73.90,1.50,56.30
3906,2022-04-18,花蓮縣,65-74歲,84.10,79.60,1.50,61.70
3905,2022-04-18,花蓮縣,50-64歲,85.00,79.50,1.60,58.10
3904,2022-04-18,花蓮縣,30-49歲,93.20,86.40,1.80,60.80
3903,2022-04-18,花蓮縣,18-29歲,97.10,89.10,1.60,55.90
3902,2022-04-18,花蓮縣,12-17歲,88.50,81.20,0.00,0.40
3901,2022-04-18,花蓮縣,總計,80.60,74.70,1.40,50.00
3900,2022-04-18,嘉義縣,75歲以上,75.50,68.70,2.50,51.40
3899,2022-04-18,嘉義縣,65歲以上,82.10,76.80,2.70,60.20
3898,2022-04-18,嘉義縣,65-74歲,87.30,83.20,2.80,67.20
3897,2022-04-18,嘉義縣,50-64歲,86.80,81.70,2.00,60.00
3896,2022-04-18,嘉義縣,30-49歲,96.20,89.10,1.30,60.20
3895,2022-04-18,嘉義縣,18-29歲,100.40,93.30,0.90,56.80
3894,2022-04-18,嘉義縣,12-17歲,89.90,82.70,0.00,0.20
3893,2022-04-18,嘉義縣,總計,84.80,79.00,1.60,52.90
3892,2022-04-18,嘉義市,75歲以上,77.00,70.80,1.90,54.40
3891,2022-04-18,嘉義市,65歲以上,82.50,77.70,2.10,62.10
3890,2022-04-18,嘉義市,65-74歲,86.00,82.10,2.30,66.90
3889,2022-04-18,嘉義市,50-64歲,88.60,84.60,2.00,64.70
3888,2022-04-18,嘉義市,30-49歲,97.00,91.80,1.60,64.70
3887,2022-04-18,嘉義市,18-29歲,99.40,93.10,1.50,57.50
3886,2022-04-18,嘉義市,12-17歲,88.80,80.80,0.00,0.10
3885,2022-04-18,嘉義市,總計,82.80,78.20,1.50,52.80
3884,2022-04-18,苗栗縣,75歲以上,73.60,66.60,1.60,48.40
3883,2022-04-18,苗栗縣,65歲以上,80.00,74.60,1.70,57.80
3882,2022-04-18,苗栗縣,65-74歲,84.90,80.60,1.80,64.90
3881,2022-04-18,苗栗縣,50-64歲,86.90,82.20,1.60,61.00
3880,2022-04-18,苗栗縣,30-49歲,100.30,94.00,1.20,64.80
3879,2022-04-18,苗栗縣,18-29歲,102.50,95.40,0.80,58.00
3878,2022-04-18,苗栗縣,12-17歲,89.00,81.50,0.00,0.30
3877,2022-04-18,苗栗縣,總計,84.10,78.70,1.10,52.20
3876,2022-04-18,新竹市,75歲以上,82.00,76.50,1.10,61.80
3875,2022-04-18,新竹市,65歲以上,86.60,82.70,0.90,69.90
3874,2022-04-18,新竹市,65-74歲,89.30,86.40,0.70,74.80
3873,2022-04-18,新竹市,50-64歲,89.60,85.60,0.60,65.40
3872,2022-04-18,新竹市,30-49歲,100.40,96.00,0.60,69.10
3871,2022-04-18,新竹市,18-29歲,106.60,98.60,0.40,59.30
3870,2022-04-18,新竹市,12-17歲,89.00,80.30,0.00,0.20
3869,2022-04-18,新竹市,總計,83.20,78.70,0.50,53.50
3868,2022-04-18,宜蘭縣,75歲以上,80.30,75.20,0.70,58.40
3867,2022-04-18,宜蘭縣,65歲以上,85.00,81.00,0.80,66.00
3866,2022-04-18,宜蘭縣,65-74歲,88.40,85.20,0.80,71.60
3865,2022-04-18,宜蘭縣,50-64歲,90.00,86.00,0.60,68.50
3864,2022-04-18,宜蘭縣,30-49歲,98.30,92.90,0.60,68.50
3863,2022-04-18,宜蘭縣,18-29歲,99.30,93.10,0.40,60.40
3862,2022-04-18,宜蘭縣,12-17歲,88.70,80.90,0.00,0.20
3861,2022-04-18,宜蘭縣,總計,84.70,80.10,0.50,57.10
3860,2022-04-18,基隆市,75歲以上,82.00,75.50,1.00,63.20
3859,2022-04-18,基隆市,65歲以上,87.80,83.40,0.90,72.80
3858,2022-04-18,基隆市,65-74歲,91.00,87.60,0.90,78.00
3857,2022-04-18,基隆市,50-64歲,89.70,85.70,2.00,68.40
3856,2022-04-18,基隆市,30-49歲,98.10,92.30,1.70,69.40
3855,2022-04-18,基隆市,18-29歲,100.00,93.30,1.20,60.80
3854,2022-04-18,基隆市,12-17歲,90.40,83.10,0.00,0.20
3853,2022-04-18,基隆市,總計,86.30,81.50,1.30,59.90
3852,2022-04-18,屏東縣,75歲以上,76.10,69.00,1.70,53.20
3851,2022-04-18,屏東縣,65歲以上,82.90,77.50,1.90,62.40
3850,2022-04-18,屏東縣,65-74歲,87.10,82.80,2.00,68.20
3849,2022-04-18,屏東縣,50-64歲,86.70,81.10,1.60,60.30
3848,2022-04-18,屏東縣,30-49歲,94.80,87.50,1.20,60.60
3847,2022-04-18,屏東縣,18-29歲,98.10,90.40,0.90,56.30
3846,2022-04-18,屏東縣,12-17歲,89.10,80.10,0.00,0.10
3845,2022-04-18,屏東縣,總計,83.20,77.10,1.20,52.50
3844,2022-04-18,雲林縣,75歲以上,76.60,69.70,1.20,48.70
3843,2022-04-18,雲林縣,65歲以上,81.80,76.40,1.30,56.70
3842,2022-04-18,雲林縣,65-74歲,86.00,81.90,1.40,63.30
3841,2022-04-18,雲林縣,50-64歲,87.80,83.00,0.80,62.10
3840,2022-04-18,雲林縣,30-49歲,97.70,91.30,0.60,61.40
3839,2022-04-18,雲林縣,18-29歲,101.20,94.00,0.40,56.30
3838,2022-04-18,雲林縣,12-17歲,88.70,81.10,0.00,0.10
3837,2022-04-18,雲林縣,總計,84.30,78.80,0.70,51.50
3836,2022-04-18,彰化縣,75歲以上,77.80,72.30,0.90,60.90
3835,2022-04-18,彰化縣,65歲以上,84.40,80.20,0.80,69.00
3834,2022-04-18,彰化縣,65-74歲,89.00,85.70,0.80,74.70
3833,2022-04-18,彰化縣,50-64歲,89.00,84.80,0.70,66.10
3832,2022-04-18,彰化縣,30-49歲,100.30,94.60,0.60,66.50
3831,2022-04-18,彰化縣,18-29歲,106.60,99.50,0.40,60.90
3830,2022-04-18,彰化縣,12-17歲,89.10,81.50,0.00,0.20
3829,2022-04-18,彰化縣,總計,85.60,80.80,0.50,55.90
3828,2022-04-18,新竹縣,75歲以上,72.70,66.70,0.90,49.70
3827,2022-04-18,新竹縣,65歲以上,81.10,76.30,0.80,60.30
3826,2022-04-18,新竹縣,65-74歲,87.10,83.10,0.80,67.90
3825,2022-04-18,新竹縣,50-64歲,88.70,84.40,0.50,64.60
3824,2022-04-18,新竹縣,30-49歲,104.40,98.80,0.30,70.20
3823,2022-04-18,新竹縣,18-29歲,105.30,99.10,0.20,58.90
3822,2022-04-18,新竹縣,12-17歲,88.60,80.30,0.00,0.10
3821,2022-04-18,新竹縣,總計,83.90,79.10,0.30,52.60
3820,2022-04-18,高雄市,75歲以上,77.80,71.70,1.40,60.00
3819,2022-04-18,高雄市,65歲以上,85.50,81.10,1.50,69.70
3818,2022-04-18,高雄市,65-74歲,89.60,86.00,1.50,74.70
3817,2022-04-18,高雄市,50-64歲,88.40,83.90,1.40,64.20
3816,2022-04-18,高雄市,30-49歲,97.30,91.80,1.20,66.30
3815,2022-04-18,高雄市,18-29歲,101.60,94.80,0.90,59.00
3814,2022-04-18,高雄市,12-17歲,89.60,81.30,0.00,0.20
3813,2022-04-18,高雄市,總計,84.50,79.60,1.10,56.10
3812,2022-04-18,臺南市,75歲以上,73.60,67.20,1.60,49.60
3811,2022-04-18,臺南市,65歲以上,80.40,75.20,1.80,58.20
3810,2022-04-18,臺南市,65-74歲,84.50,80.10,1.90,63.30
3809,2022-04-18,臺南市,50-64歲,86.60,81.90,1.50,61.10
3808,2022-04-18,臺南市,30-49歲,97.90,92.00,1.30,64.60
3807,2022-04-18,臺南市,18-29歲,103.30,96.10,0.90,58.50
3806,2022-04-18,臺南市,12-17歲,88.50,79.70,0.00,0.10
3805,2022-04-18,臺南市,總計,83.50,78.20,1.20,52.60
3804,2022-04-18,臺中市,75歲以上,80.30,74.40,2.90,63.00
3803,2022-04-18,臺中市,65歲以上,86.20,81.80,2.70,71.60
3802,2022-04-18,臺中市,65-74歲,89.30,85.60,2.60,76.10
3801,2022-04-18,臺中市,50-64歲,88.50,84.30,1.50,68.50
3800,2022-04-18,臺中市,30-49歲,98.50,93.10,1.30,69.90
3799,2022-04-18,臺中市,18-29歲,103.40,96.90,0.80,59.30
3798,2022-04-18,臺中市,12-17歲,89.00,81.00,0.00,0.20
3797,2022-04-18,臺中市,總計,84.00,79.30,1.30,56.60
3796,2022-04-18,桃園市,75歲以上,83.10,77.20,0.70,64.40
3795,2022-04-18,桃園市,65歲以上,87.80,83.70,0.80,72.80
3794,2022-04-18,桃園市,65-74歲,90.20,86.90,0.80,77.00
3793,2022-04-18,桃園市,50-64歲,89.70,85.60,0.60,67.80
3792,2022-04-18,桃園市,30-49歲,102.40,96.90,0.50,70.50
3791,2022-04-18,桃園市,18-29歲,105.70,99.00,0.30,60.50
3790,2022-04-18,桃園市,12-17歲,88.60,80.00,0.00,0.80
3789,2022-04-18,桃園市,總計,85.70,81.00,0.50,56.60
3788,2022-04-18,新北市,75歲以上,78.40,72.90,1.00,60.30
3787,2022-04-18,新北市,65歲以上,85.00,81.00,0.90,69.10
3786,2022-04-18,新北市,65-74歲,88.00,84.80,0.80,73.30
3785,2022-04-18,新北市,50-64歲,89.50,85.80,0.70,68.00
3784,2022-04-18,新北市,30-49歲,97.10,92.40,0.40,69.50
3783,2022-04-18,新北市,18-29歲,100.80,94.40,0.20,60.20
3782,2022-04-18,新北市,12-17歲,89.20,81.90,0.00,0.20
3781,2022-04-18,新北市,總計,84.40,80.10,0.50,57.80
3780,2022-04-18,臺北市,75歲以上,81.50,75.30,1.30,59.70
3779,2022-04-18,臺北市,65歲以上,85.60,81.30,1.20,65.70
3778,2022-04-18,臺北市,65-74歲,88.10,84.90,1.20,69.40
3777,2022-04-18,臺北市,50-64歲,89.10,85.60,0.90,67.20
3776,2022-04-18,臺北市,30-49歲,98.40,94.60,0.70,71.10
3775,2022-04-18,臺北市,18-29歲,99.00,93.60,0.50,59.30
3774,2022-04-18,臺北市,12-17歲,87.30,79.00,0.00,0.10
3773,2022-04-18,臺北市,總計,83.10,79.20,0.70,56.80
3772,2022-04-25,全國,75歲以上,78.80,72.50,1.40,59.10
3771,2022-04-25,全國,65歲以上,85.00,80.30,1.40,67.90
3770,2022-04-25,全國,65-74歲,88.50,84.80,1.40,73.00
3769,2022-04-25,全國,50-64歲,89.00,84.70,1.10,68.20
3768,2022-04-25,全國,30-49歲,98.90,93.60,0.90,71.20
3767,2022-04-25,全國,18-29歲,102.40,96.00,0.60,63.90
3766,2022-04-25,全國,12-17歲,88.90,80.90,0.00,0.30
3765,2022-04-25,全國,總計,84.60,79.80,0.90,58.20
3764,2022-04-25,連江縣,75歲以上,87.60,81.80,0.50,67.70
3763,2022-04-25,連江縣,65歲以上,92.10,89.60,0.40,79.90
3762,2022-04-25,連江縣,65-74歲,94.10,93.20,0.40,85.50
3761,2022-04-25,連江縣,50-64歲,94.40,92.30,0.50,80.20
3760,2022-04-25,連江縣,30-49歲,99.60,97.00,0.40,83.80
3759,2022-04-25,連江縣,18-29歲,100.00,98.50,0.40,79.60
3758,2022-04-25,連江縣,12-17歲,94.10,86.00,0.00,0.00
3757,2022-04-25,連江縣,總計,88.50,86.30,0.40,71.10
3756,2022-04-25,金門縣,75歲以上,76.00,70.10,0.70,51.20
3755,2022-04-25,金門縣,65歲以上,85.70,81.70,0.80,65.20
3754,2022-04-25,金門縣,65-74歲,91.20,88.30,0.90,73.00
3753,2022-04-25,金門縣,50-64歲,90.90,87.60,0.80,70.50
3752,2022-04-25,金門縣,30-49歲,95.40,91.60,0.50,73.00
3751,2022-04-25,金門縣,18-29歲,97.20,93.30,0.40,68.90
3750,2022-04-25,金門縣,12-17歲,90.50,82.60,0.00,0.70
3749,2022-04-25,金門縣,總計,86.20,82.60,0.50,62.80
3748,2022-04-25,澎湖縣,75歲以上,70.50,64.30,1.20,50.60
3747,2022-04-25,澎湖縣,65歲以上,80.80,75.70,1.20,62.90
3746,2022-04-25,澎湖縣,65-74歲,88.10,84.00,1.20,71.80
3745,2022-04-25,澎湖縣,50-64歲,91.10,86.90,1.20,72.30
3744,2022-04-25,澎湖縣,30-49歲,98.30,94.00,0.80,76.00
3743,2022-04-25,澎湖縣,18-29歲,100.00,95.40,0.50,73.70
3742,2022-04-25,澎湖縣,12-17歲,91.40,83.00,0.00,0.20
3741,2022-04-25,澎湖縣,總計,85.50,81.20,0.80,63.10
3740,2022-04-25,南投縣,75歲以上,78.50,72.60,1.70,58.60
3739,2022-04-25,南投縣,65歲以上,84.80,80.00,1.40,66.40
3738,2022-04-25,南投縣,65-74歲,89.30,85.30,1.30,72.00
3737,2022-04-25,南投縣,50-64歲,87.50,82.60,1.00,65.50
3736,2022-04-25,南投縣,30-49歲,98.40,92.20,1.10,67.50
3735,2022-04-25,南投縣,18-29歲,102.50,95.50,0.70,65.10
3734,2022-04-25,南投縣,12-17歲,90.30,82.00,0.00,0.50
3733,2022-04-25,南投縣,總計,85.30,80.00,0.90,57.60
3732,2022-04-25,臺東縣,75歲以上,73.60,65.80,1.40,47.50
3731,2022-04-25,臺東縣,65歲以上,79.10,72.50,1.40,54.90
3730,2022-04-25,臺東縣,65-74歲,82.70,76.90,1.30,59.80
3729,2022-04-25,臺東縣,50-64歲,84.00,77.10,1.20,57.20
3728,2022-04-25,臺東縣,30-49歲,90.40,82.50,1.10,58.20
3727,2022-04-25,臺東縣,18-29歲,94.70,86.30,0.70,56.10
3726,2022-04-25,臺東縣,12-17歲,88.40,80.60,0.00,0.60
3725,2022-04-25,臺東縣,總計,79.40,72.60,0.90,48.90
3724,2022-04-25,花蓮縣,75歲以上,72.60,65.60,1.60,49.60
3723,2022-04-25,花蓮縣,65歲以上,80.20,74.50,1.60,58.30
3722,2022-04-25,花蓮縣,65-74歲,85.00,80.10,1.60,63.80
3721,2022-04-25,花蓮縣,50-64歲,86.00,80.10,1.70,61.30
3720,2022-04-25,花蓮縣,30-49歲,94.00,87.10,1.80,64.40
3719,2022-04-25,花蓮縣,18-29歲,97.60,89.90,1.60,60.30
3718,2022-04-25,花蓮縣,12-17歲,88.60,81.40,0.00,0.50
3717,2022-04-25,花蓮縣,總計,81.30,75.30,1.50,52.80
3716,2022-04-25,嘉義縣,75歲以上,76.30,69.20,2.00,54.10
3715,2022-04-25,嘉義縣,65歲以上,82.90,77.30,2.10,63.10
3714,2022-04-25,嘉義縣,65-74歲,88.10,83.70,2.20,70.30
3713,2022-04-25,嘉義縣,50-64歲,87.70,82.30,1.80,64.10
3712,2022-04-25,嘉義縣,30-49歲,97.10,89.90,1.20,65.20
3711,2022-04-25,嘉義縣,18-29歲,100.90,94.10,0.90,62.40
3710,2022-04-25,嘉義縣,12-17歲,89.90,82.80,0.00,0.20
3709,2022-04-25,嘉義縣,總計,85.50,79.60,1.30,56.70
3708,2022-04-25,嘉義市,75歲以上,77.70,71.30,1.90,56.20
3707,2022-04-25,嘉義市,65歲以上,83.20,78.20,2.20,64.10
3706,2022-04-25,嘉義市,65-74歲,86.70,82.60,2.30,69.10
3705,2022-04-25,嘉義市,50-64歲,89.20,85.10,2.10,68.20
3704,2022-04-25,嘉義市,30-49歲,97.50,92.40,1.70,69.40
3703,2022-04-25,嘉義市,18-29歲,99.80,93.70,1.60,62.90
3702,2022-04-25,嘉義市,12-17歲,88.90,81.00,0.00,0.10
3701,2022-04-25,嘉義市,總計,83.30,78.60,1.60,56.20
3700,2022-04-25,苗栗縣,75歲以上,74.20,67.00,1.60,50.20
3699,2022-04-25,苗栗縣,65歲以上,80.70,75.00,1.70,59.80
3698,2022-04-25,苗栗縣,65-74歲,85.60,81.00,1.70,66.90
3697,2022-04-25,苗栗縣,50-64歲,87.60,82.80,1.60,64.60
3696,2022-04-25,苗栗縣,30-49歲,101.00,94.70,1.20,70.00
3695,2022-04-25,苗栗縣,18-29歲,103.00,96.20,0.90,63.80
3694,2022-04-25,苗栗縣,12-17歲,89.00,81.60,0.00,0.30
3693,2022-04-25,苗栗縣,總計,84.70,79.30,1.20,55.80
3692,2022-04-25,新竹市,75歲以上,82.30,76.80,1.10,63.20
3691,2022-04-25,新竹市,65歲以上,86.90,83.00,0.90,71.40
3690,2022-04-25,新竹市,65-74歲,89.60,86.70,0.70,76.30
3689,2022-04-25,新竹市,50-64歲,89.90,85.90,0.60,68.50
3688,2022-04-25,新竹市,30-49歲,100.60,96.40,0.70,72.90
3687,2022-04-25,新竹市,18-29歲,106.90,99.10,0.40,64.40
3686,2022-04-25,新竹市,12-17歲,89.00,80.30,0.00,0.20
3685,2022-04-25,新竹市,總計,83.40,79.00,0.50,56.20
3684,2022-04-25,宜蘭縣,75歲以上,81.00,75.60,0.70,60.50
3683,2022-04-25,宜蘭縣,65歲以上,85.70,81.40,0.80,68.10
3682,2022-04-25,宜蘭縣,65-74歲,89.20,85.70,0.80,73.70
3681,2022-04-25,宜蘭縣,50-64歲,90.50,86.40,0.60,71.30
3680,2022-04-25,宜蘭縣,30-49歲,98.90,93.50,0.60,72.20
3679,2022-04-25,宜蘭縣,18-29歲,99.70,93.70,0.40,64.70
3678,2022-04-25,宜蘭縣,12-17歲,88.60,80.90,0.00,0.20
3677,2022-04-25,宜蘭縣,總計,85.20,80.50,0.50,59.90
3676,2022-04-25,基隆市,75歲以上,82.40,76.00,1.00,64.40
3675,2022-04-25,基隆市,65歲以上,88.20,83.80,1.00,74.10
3674,2022-04-25,基隆市,65-74歲,91.30,88.00,0.90,79.30
3673,2022-04-25,基隆市,50-64歲,90.10,86.10,2.00,71.40
3672,2022-04-25,基隆市,30-49歲,98.50,92.90,1.70,73.00
3671,2022-04-25,基隆市,18-29歲,100.30,94.00,1.20,65.60
3670,2022-04-25,基隆市,12-17歲,90.70,83.30,0.00,0.30
3669,2022-04-25,基隆市,總計,86.70,81.90,1.40,62.60
3668,2022-04-25,屏東縣,75歲以上,77.10,69.60,1.70,55.20
3667,2022-04-25,屏東縣,65歲以上,83.80,78.00,1.90,64.50
3666,2022-04-25,屏東縣,65-74歲,88.00,83.40,2.00,70.40
3665,2022-04-25,屏東縣,50-64歲,87.60,81.80,1.70,64.10
3664,2022-04-25,屏東縣,30-49歲,95.70,88.50,1.30,65.20
3663,2022-04-25,屏東縣,18-29歲,98.70,91.40,1.00,61.70
3662,2022-04-25,屏東縣,12-17歲,89.40,80.50,0.00,0.10
3661,2022-04-25,屏東縣,總計,84.00,77.90,1.30,56.00
3660,2022-04-25,雲林縣,75歲以上,77.30,70.10,1.20,50.60
3659,2022-04-25,雲林縣,65歲以上,82.40,76.80,1.30,58.80
3658,2022-04-25,雲林縣,65-74歲,86.60,82.30,1.40,65.60
3657,2022-04-25,雲林縣,50-64歲,88.40,83.50,0.80,65.00
3656,2022-04-25,雲林縣,30-49歲,98.40,92.00,0.50,65.40
3655,2022-04-25,雲林縣,18-29歲,101.60,94.70,0.40,60.90
3654,2022-04-25,雲林縣,12-17歲,88.60,81.00,0.00,0.10
3653,2022-04-25,雲林縣,總計,84.80,79.30,0.70,54.50
3652,2022-04-25,彰化縣,75歲以上,78.40,72.70,0.90,62.10
3651,2022-04-25,彰化縣,65歲以上,85.00,80.60,0.90,70.40
3650,2022-04-25,彰化縣,65-74歲,89.60,86.10,0.80,76.20
3649,2022-04-25,彰化縣,50-64歲,89.60,85.30,0.70,69.60
3648,2022-04-25,彰化縣,30-49歲,101.00,95.30,0.60,71.70
3647,2022-04-25,彰化縣,18-29歲,107.10,100.30,0.50,67.10
3646,2022-04-25,彰化縣,12-17歲,89.20,81.60,0.00,0.20
3645,2022-04-25,彰化縣,總計,86.20,81.30,0.60,59.40
3644,2022-04-25,新竹縣,75歲以上,73.30,67.20,0.90,51.20
3643,2022-04-25,新竹縣,65歲以上,81.50,76.70,0.80,62.10
3642,2022-04-25,新竹縣,65-74歲,87.40,83.60,0.80,69.90
3641,2022-04-25,新竹縣,50-64歲,89.10,84.70,0.50,67.40
3640,2022-04-25,新竹縣,30-49歲,104.80,99.30,0.30,73.80
3639,2022-04-25,新竹縣,18-29歲,105.70,99.70,0.20,63.50
3638,2022-04-25,新竹縣,12-17歲,88.50,80.00,0.00,0.10
3637,2022-04-25,新竹縣,總計,84.30,79.50,0.40,55.30
3636,2022-04-25,高雄市,75歲以上,78.30,72.00,1.40,60.90
3635,2022-04-25,高雄市,65歲以上,86.00,81.40,1.50,70.70
3634,2022-04-25,高雄市,65-74歲,90.00,86.30,1.50,75.80
3633,2022-04-25,高雄市,50-64歲,88.90,84.30,1.30,67.00
3632,2022-04-25,高雄市,30-49歲,97.70,92.40,1.10,69.90
3631,2022-04-25,高雄市,18-29歲,101.90,95.40,0.80,63.60
3630,2022-04-25,高雄市,12-17歲,89.60,81.40,0.00,0.20
3629,2022-04-25,高雄市,總計,84.90,80.10,1.00,58.60
3628,2022-04-25,臺南市,75歲以上,74.20,67.60,1.60,51.00
3627,2022-04-25,臺南市,65歲以上,81.00,75.70,1.80,59.90
3626,2022-04-25,臺南市,65-74歲,85.10,80.50,1.90,65.20
3625,2022-04-25,臺南市,50-64歲,87.20,82.40,1.60,64.00
3624,2022-04-25,臺南市,30-49歲,98.40,92.60,1.30,68.20
3623,2022-04-25,臺南市,18-29歲,103.60,96.80,0.90,62.90
3622,2022-04-25,臺南市,12-17歲,88.60,79.80,0.00,0.10
3621,2022-04-25,臺南市,總計,83.90,78.70,1.20,55.30
3620,2022-04-25,臺中市,75歲以上,80.80,74.80,2.90,64.00
3619,2022-04-25,臺中市,65歲以上,86.60,82.10,2.70,72.50
3618,2022-04-25,臺中市,65-74歲,89.60,85.90,2.60,77.00
3617,2022-04-25,臺中市,50-64歲,89.00,84.80,1.60,71.20
3616,2022-04-25,臺中市,30-49歲,99.10,93.80,1.30,73.70
3615,2022-04-25,臺中市,18-29歲,103.80,97.70,0.90,65.20
3614,2022-04-25,臺中市,12-17歲,89.00,81.10,0.00,0.30
3613,2022-04-25,臺中市,總計,84.40,79.80,1.30,59.40
3612,2022-04-25,桃園市,75歲以上,83.30,77.40,0.80,65.00
3611,2022-04-25,桃園市,65歲以上,88.00,83.90,0.80,73.40
3610,2022-04-25,桃園市,65-74歲,90.40,87.20,0.80,77.60
3609,2022-04-25,桃園市,50-64歲,90.00,85.80,0.60,69.20
3608,2022-04-25,桃園市,30-49歲,102.70,97.30,0.50,72.60
3607,2022-04-25,桃園市,18-29歲,105.80,99.40,0.40,63.40
3606,2022-04-25,桃園市,12-17歲,88.40,79.90,0.00,0.80
3605,2022-04-25,桃園市,總計,85.90,81.20,0.50,58.10
3604,2022-04-25,新北市,75歲以上,78.90,73.30,1.00,61.40
3603,2022-04-25,新北市,65歲以上,85.40,81.30,0.90,70.30
3602,2022-04-25,新北市,65-74歲,88.40,85.10,0.80,74.50
3601,2022-04-25,新北市,50-64歲,89.80,86.10,0.70,70.50
3600,2022-04-25,新北市,30-49歲,97.40,92.80,0.40,72.40
3599,2022-04-25,新北市,18-29歲,101.00,94.90,0.20,64.10
3598,2022-04-25,新北市,12-17歲,89.30,81.90,0.00,0.20
3597,2022-04-25,新北市,總計,84.60,80.40,0.50,60.00
3596,2022-04-25,臺北市,75歲以上,82.00,75.70,1.30,61.70
3595,2022-04-25,臺北市,65歲以上,85.90,81.60,1.20,67.70
3594,2022-04-25,臺北市,65-74歲,88.40,85.20,1.20,71.40
3593,2022-04-25,臺北市,50-64歲,89.30,85.90,0.90,69.80
3592,2022-04-25,臺北市,30-49歲,98.70,95.00,0.70,74.20
3591,2022-04-25,臺北市,18-29歲,99.20,94.00,0.50,63.30
3590,2022-04-25,臺北市,12-17歲,87.40,79.20,0.00,0.20
3589,2022-04-25,臺北市,總計,83.30,79.50,0.70,59.20
3588,2022-05-02,全國,75歲以上,79.30,72.90,1.40,60.10
3587,2022-05-02,全國,65-74歲,89.00,85.10,1.30,74.10
3586,2022-05-02,全國,50-64歲,89.40,85.00,1.10,70.00
3585,2022-05-02,全國,30-49歲,99.30,94.00,0.90,73.80
3584,2022-05-02,全國,18-29歲,102.60,96.50,0.60,67.30
3583,2022-05-02,全國,12-17歲,88.90,80.90,0.00,0.30
3582,2022-05-02,全國,06-11歲,0.10,0.00,0.00,0.00
3581,2022-05-02,全國,總計,84.90,80.20,0.80,60.10
3580,2022-05-02,連江縣,75歲以上,87.80,82.20,0.50,70.10
3579,2022-05-02,連江縣,65-74歲,94.30,93.40,0.20,86.00
3578,2022-05-02,連江縣,50-64歲,94.70,92.60,0.50,81.70
3577,2022-05-02,連江縣,30-49歲,99.80,97.30,0.40,85.50
3576,2022-05-02,連江縣,18-29歲,100.00,98.70,0.40,82.00
