日期,週次,新增確診,每週新增確診,確診總人數,不明性別,不明總數,新增男性,男性總數,確診男性率,新增女性,女性總數,確診女性率,新增軍人,敦睦總人數,軍隊率,新增境外,境外總人數,境外率,新增本土,本土總人數,本土率,新增不明,不明總人數,不明率,新增死亡,死亡總人數,死亡率,當日未知感染源數,未知感染源總數,已知感染源數,新增解除隔離,解除隔離數,解除隔離+死亡,未解除隔離數,備註,,,
08月08日 星期日,33,+7,,15780,+3,12229,+3,1982,12.56%,+1,1569,9.94%,+0,36,0.23%,+3,1292,8.19%,+4,14437,91.49%,+0,15,0.10%,+1,824,5.22%,+0,25,15755,+13,14199,15023,757,13066/14566,,,
08月09日 星期一,33,+8,,15788,+0,12229,+7,1989,12.60%,+1,1570,9.94%,+0,36,0.23%,+4,1296,8.21%,+4,14441,91.47%,+0,15,0.10%,+0,824,5.22%,+0,25,15763,+30,14229,15053,735,13096/14576,,,
08月10日 星期二,33,+8,,15796,+3,12232,+2,1991,12.60%,+3,1573,9.96%,+0,36,0.23%,+5,1301,8.24%,+3,14444,91.44%,+0,15,0.09%,+0,824,5.22%,+0,25,15771,+7,14236,15060,736,13103/14583,,,
08月11日 星期三,33,+16,,15812,+5,12237,+9,2000,12.65%,+2,1575,9.96%,+0,36,0.23%,+4,1305,8.25%,+12,14456,91.42%,+0,15,0.09%,+0,824,5.21%,+0,25,15787,+8,14244,15068,744,13111/14591,,,
08月12日 星期四,33,+6,,15818,+0,12237,+4,2004,12.67%,+2,1577,9.97%,+0,36,0.23%,+2,1307,8.26%,+4,14460,91.41%,+0,15,0.09%,+0,824,5.21%,+0,25,15793,+10,14254,15078,740,13121/14599,,,
08月13日 星期五,33,+18,,15836,+0,12237,+9,2013,12.71%,+9,1586,10.02%,+0,36,0.23%,+14,1321,8.34%,+4,14464,91.34%,+0,15,0.09%,+1,825,5.21%,+0,25,15811,+21,14275,15100,736,13142/14615,,,
08月14日 星期六,33,+7,+70,15843,+0,12237,+3,2016,12.72%,+4,1590,10.04%,+0,36,0.23%,+4,1325,8.36%,+3,14467,91.31%,+0,15,0.09%,+2,827,5.22%,+0,25,15818,+42,14317,15144,699,13184/14621,,,
08月15日 星期日,34,+9,,15852,+0,12237,+3,2019,12.74%,+6,1596,10.07%,+0,36,0.23%,+7,1332,8.40%,+2,14469,91.28%,+0,15,0.09%,+1,828,5.22%,+0,25,15827,-+12,14305,15133,719,13172/14637,,,
08月16日 星期一,34,+10,,15862,+0,12237,+4,2023,12.75%,+6,1602,10.10%,+0,36,0.23%,+2,1334,8.41%,+8,14477,91.27%,+0,15,0.09%,+0,828,5.22%,+0,25,15837,+6,14311,15139,723,13178/14644,,,
08月17日 星期二,34,+18,,15880,+2,12239,+10,2033,12.80%,+6,1608,10.13%,+0,36,0.23%,+14,1348,8.49%,+4,14481,91.19%,+0,15,0.09%,+1,829,5.22%,+0,25,15855,+17,14328,15157,723,13195/14653,,,
08月18日 星期三,34,+11,,15891,+2,12241,+2,2035,12.81%,+7,1615,10.16%,+0,36,0.23%,+5,1353,8.51%,+6,14487,91.16%,+0,15,0.09%,+2,831,5.23%,+0,25,15866,+19,14347,15178,713,13214/14663,,,
08月19日 星期四,34,+6,,15897,+0,12241,+5,2040,12.83%,+1,1616,10.17%,+0,36,0.23%,+5,1358,8.54%,+1,14488,91.14%,+0,15,0.09%,+0,831,5.23%,+0,25,15872,+331,14678,15509,388,13545/14681,,,
08月20日 星期五,34,+9,,15906,+2,12243,+5,2045,12.86%,+2,1618,10.17%,+0,36,0.23%,+3,1361,8.56%,+6,14494,91.12%,+0,15,0.09%,+2,833,5.24%,+0,25,15881,+5,14683,15516,390,13550/14692,,,
08月21日 星期六,34,+10,+73,15916,+0,12243,+8,2053,12.90%,+2,1620,10.18%,+0,36,0.23%,+8,1369,8.60%,+2,14496,91.08%,+0,15,0.09%,+0,833,5.23%,+0,25,15891,+31,14714,15547,369,13581/14698,,,
08月22日 星期日,35,+10,,15926,+4,12247,+2,2055,12.90%,+4,1624,10.20%,+0,36,0.23%,+4,1373,8.62%,+6,14502,91.06%,+0,15,0.09%,+1,834,5.24%,+0,25,15901,-+1,14713,15547,379,13580/14707,,,
08月23日 星期一,35,+6,,15932,+0,12247,+3,2058,12.92%,+3,1627,10.21%,+0,36,0.23%,+2,1375,8.63%,+4,14506,91.05%,+0,15,0.09%,+0,834,5.23%,+0,25,15907,+21,14734,15568,364,13601/14717,,,
08月24日 星期二,35,+6,,15938,+0,12247,+6,2064,12.95%,+0,1627,10.21%,+0,36,0.23%,+5,1380,8.66%,+1,14507,91.02%,+0,15,0.09%,+0,834,5.23%,+0,25,15913,+20,14754,15588,350,13621/14727,,,
08月25日 星期三,35,+1,,15939,+0,12247,+1,2065,12.96%,+0,1627,10.21%,+0,36,0.23%,+1,1381,8.66%,+0,14507,91.02%,+0,15,0.09%,+0,834,5.23%,+0,25,15914,+5,14759,15593,346,13626/14733,,,
08月26日 星期四,35,+8,,15947,+0,12247,+4,2069,12.97%,+4,1631,10.23%,+0,36,0.23%,+6,1387,8.70%,+2,14509,90.98%,+0,15,0.09%,+0,834,5.23%,+0,25,15922,+18,14777,15611,336,13644/14739,,,
08月27日 星期五,35,+7,,15954,+0,12247,+3,2072,12.99%,+4,1635,10.25%,+0,36,0.23%,+7,1394,8.74%,+0,14509,90.94%,+0,15,0.09%,+1,835,5.23%,+0,25,15929,+25,14802,15637,317,13669/14740,,,
08月28日 星期六,35,+6,+44,15960,+0,12247,+3,2075,13.00%,+3,1638,10.26%,+0,36,0.23%,+6,1400,8.77%,+0,14509,90.91%,+0,15,0.09%,+0,835,5.23%,+0,25,15935,+5,14807,15642,318,13674/14748,,,
08月29日 星期日,36,+23,,15983,+0,12247,+13,2088,13.06%,+10,1648,10.31%,+0,36,0.23%,+11,1411,8.83%,+12,14521,90.85%,+0,15,0.09%,+0,835,5.22%,+0,25,15958,-+1,14806,15641,342,13673/14755,,,
08月30日 星期一,36,+8,,15991,+0,12247,+7,2095,13.10%,+1,1649,10.31%,+0,36,0.23%,+5,1416,8.85%,+3,14524,90.83%,+0,15,0.09%,+2,837,5.23%,+0,25,15966,+0,14806,15643,348,13673/14761,,,
08月31日 星期二,36,+4,,15995,+0,12247,+3,2098,13.12%,+1,1650,10.32%,+0,36,0.23%,+1,1417,8.86%,+3,14527,90.82%,+0,15,0.09%,+0,837,5.23%,+0,25,15970,+3,14809,15646,349,13676/14784,,,
09月01日 星期三,36,+6,,16001,+0,12247,+2,2100,13.12%,+4,1654,10.34%,+0,36,0.22%,+5,1422,8.89%,+1,14528,90.79%,+0,15,0.09%,+0,837,5.23%,+0,25,15976,+16,14825,15662,339,13692/14792,,,
09月02日 星期四,36,+5,,16006,+0,12247,+2,2102,13.13%,+3,1657,10.35%,+0,36,0.22%,+4,1426,8.91%,+1,14529,90.77%,+0,15,0.09%,+0,837,5.23%,+0,25,15981,+0,14825,15662,344,13692/14796,,,
09月03日 星期五,36,+6,,16012,+0,12247,+3,2105,13.15%,+3,1660,10.37%,+0,36,0.22%,+4,1430,8.93%,+2,14531,90.75%,+0,15,0.09%,+0,837,5.23%,+0,25,15987,+36,14861,15698,314,13728/14802,,,
09月04日 星期六,36,+1,+53,16013,+0,12247,+1,2106,13.15%,+0,1660,10.37%,+0,36,0.22%,+1,1431,8.94%,+0,14531,90.75%,+0,15,0.09%,+0,837,5.23%,+0,25,15988,+17,14878,15715,298,13745/14807,,,
09月05日 星期日,37,+6,,16019,+0,12247,+4,2110,13.17%,+2,1662,10.38%,+0,36,0.22%,+4,1435,8.96%,+2,14533,90.72%,+0,15,0.09%,+1,838,5.23%,+0,25,15994,+6,14884,15722,297,13751/14813,,,
09月06日 星期一,37,+16,,16035,+8,12255,+7,2117,13.20%,+1,1663,10.37%,+0,36,0.22%,+7,1442,8.99%,+9,14542,90.69%,+0,15,0.09%,+0,838,5.23%,+0,25,16010,-+9,14875,15713,322,13742/14814,,,
09月07日 星期二,37,+12,,16047,+0,12255,+4,2121,13.22%,+8,1671,10.41%,+0,36,0.22%,+4,1446,9.01%,+8,14550,90.67%,+0,15,0.09%,+1,839,5.23%,+0,25,16022,+0,14875,15714,333,,,,
09月08日 星期三,37,+9,,16056,+0,12255,+4,2125,13.23%,+5,1676,10.44%,+0,36,0.22%,+2,1448,9.02%,+7,14557,90.66%,+0,15,0.09%,+0,839,5.23%,+0,25,16031,+0,14875,15714,342,,,,
09月09日 星期四,37,+6,,16062,+0,12255,+5,2130,13.26%,+1,1677,10.44%,+0,36,0.22%,+2,1450,9.03%,+4,14561,90.65%,+0,15,0.09%,+0,839,5.22%,+0,25,16037,+0,14875,15714,348,,,,
09月10日 星期五,37,+7,,16069,+0,12255,+6,2136,13.29%,+1,1678,10.44%,+0,36,0.22%,+5,1455,9.05%,+2,14563,90.63%,+0,15,0.09%,+1,840,5.23%,+0,25,16044,+0,14875,15715,354,,,,
09月11日 星期六,37,+5,+61,16074,+0,12255,+2,2138,13.30%,+3,1681,10.46%,+0,36,0.22%,+5,1460,9.08%,+0,14563,90.60%,+0,15,0.09%,+0,840,5.23%,+0,25,16049,+0,14875,15715,359,,,,
09月12日 星期日,38,+14,,16088,+0,12255,+7,2145,13.33%,+7,1688,10.49%,+0,36,0.22%,+11,1471,9.14%,+3,14566,90.54%,+0,15,0.09%,+0,840,5.22%,+0,25,16063,+0,14875,15715,373,,,,
09月13日 星期一,38,+5,,16093,+0,12255,+2,2147,13.34%,+3,1691,10.51%,+0,36,0.22%,+3,1474,9.16%,+2,14568,90.52%,+0,15,0.09%,+0,840,5.22%,+0,25,16068,+0,14875,15715,378,,,,
09月14日 星期二,38,+5,,16098,+0,12255,+2,2149,13.35%,+3,1694,10.52%,+0,36,0.22%,+3,1477,9.18%,+2,14570,90.51%,+0,15,0.09%,+0,840,5.22%,+0,25,16073,+0,14875,15715,383,,,,
09月15日 星期三,38,+5,,16103,+0,12255,+3,2152,13.36%,+2,1696,10.53%,+0,36,0.22%,+4,1481,9.20%,+1,14571,90.49%,+0,15,0.09%,+0,840,5.22%,+0,25,16078,+0,14875,15715,388,,,,
09月16日 星期四,38,+12,,16115,+0,12255,+5,2157,13.39%,+7,1703,10.57%,+0,36,0.22%,+10,1491,9.25%,+2,14573,90.43%,+0,15,0.09%,+0,840,5.21%,+0,25,16090,+0,14875,15715,400,,,,
09月17日 星期五,38,+8,,16123,+0,12255,+3,2160,13.40%,+5,1708,10.59%,+0,36,0.22%,+6,1497,9.28%,+2,14575,90.40%,+0,15,0.09%,+0,840,5.21%,+0,25,16098,+0,14875,15715,408,,,,
09月18日 星期六,38,+6,+55,16129,+0,12255,+4,2164,13.42%,+2,1710,10.60%,+0,36,0.22%,+6,1503,9.32%,+0,14575,90.37%,+0,15,0.09%,+0,840,5.21%,+0,25,16104,+0,14875,15715,414,,,,
09月19日 星期日,39,+12,,16141,+0,12255,+5,2169,13.44%,+7,1717,10.64%,+0,36,0.22%,+11,1514,9.38%,+1,14576,90.30%,+0,15,0.09%,+0,840,5.20%,+0,25,16116,+0,14875,15715,426,,,,
09月20日 星期一,39,+6,,16147,+0,12255,+4,2173,13.46%,+2,1719,10.65%,+0,36,0.22%,+4,1518,9.40%,+2,14578,90.28%,+0,15,0.09%,+1,841,5.21%,+0,25,16122,+0,14875,15716,431,,,,
09月21日 星期二,39,+5,,16152,+0,12255,+3,2176,13.47%,+2,1721,10.66%,+0,36,0.22%,+5,1523,9.43%,+0,14578,90.26%,+0,15,0.09%,+0,841,5.21%,+0,25,16127,+0,14875,15716,436,,,,
09月22日 星期三,39,+7,,16159,+0,12255,+3,2179,13.48%,+4,1725,10.68%,+0,36,0.22%,+6,1529,9.46%,+1,14579,90.22%,+0,15,0.09%,+0,841,5.20%,+0,25,16134,+0,14875,15716,443,,,,
09月23日 星期四,39,+9,,16168,+0,12255,+7,2186,13.52%,+2,1727,10.68%,+0,36,0.22%,+9,1538,9.51%,+0,14579,90.17%,+0,15,0.09%,+0,841,5.20%,+0,25,16143,+0,14875,15716,452,,,,
09月24日 星期五,39,+8,,16176,+0,12255,+5,2191,13.54%,+3,1730,10.69%,+0,36,0.22%,+7,1545,9.55%,+1,14580,90.13%,+0,15,0.09%,+0,841,5.20%,+0,25,16151,+0,14875,15716,460,,,,
09月25日 星期六,39,+5,+52,16181,+0,12255,+3,2194,13.56%,+2,1732,10.70%,+0,36,0.22%,+5,1550,9.58%,+0,14580,90.11%,+0,15,0.09%,+1,842,5.20%,+0,25,16156,+0,14875,15717,464,,,,
09月26日 星期日,40,+8,,16189,+0,12255,+2,2196,13.56%,+6,1738,10.74%,+0,36,0.22%,+8,1558,9.62%,+0,14580,90.06%,+0,15,0.09%,+0,842,5.20%,+0,25,16164,+0,14875,15717,472,,,,
09月27日 星期一,40,+9,,16198,+0,12255,+4,2200,13.58%,+5,1743,10.76%,+0,36,0.22%,+9,1567,9.67%,+0,14580,90.01%,+0,15,0.09%,+0,842,5.20%,+0,25,16173,+0,14875,15717,481,,,,
09月28日 星期二,40,+7,,16205,+0,12255,+4,2204,13.60%,+3,1746,10.77%,+0,36,0.22%,+6,1573,9.71%,+1,14581,89.98%,+0,15,0.09%,+1,843,5.20%,+0,25,16180,+0,14875,15718,487,,,,
09月29日 星期三,40,+11,,16216,+0,12255,+9,2213,13.65%,+2,1748,10.78%,+0,36,0.22%,+10,1583,9.76%,+1,14582,89.92%,+0,15,0.09%,+1,844,5.20%,+0,25,16191,+0,14875,15719,497,,,,
09月30日 星期四,40,+7,,16223,+0,12255,+4,2217,13.67%,+3,1751,10.79%,+0,36,0.22%,+7,1590,9.80%,+0,14582,89.88%,+0,15,0.09%,+0,844,5.20%,+0,25,16198,+0,14875,15719,504,,,,
10月01日 星期五,40,+11,,16234,+0,12255,+5,2222,13.69%,+6,1757,10.82%,+0,36,0.22%,+11,1601,9.86%,+0,14582,89.82%,+0,15,0.09%,+0,844,5.20%,+0,25,16209,+0,14875,15719,515,,,,
10月02日 星期六,40,+10,+63,16244,+0,12255,+5,2227,13.71%,+5,1762,10.85%,+0,36,0.22%,+10,1611,9.92%,+0,14582,89.77%,+0,15,0.09%,+1,845,5.20%,+0,25,16219,+0,14875,15720,524,,,,
10月03日 星期日,41,+6,,16250,+0,12255,+5,2232,13.74%,+1,1763,10.85%,+0,36,0.22%,+6,1617,9.95%,+0,14582,89.74%,+0,15,0.09%,+0,845,5.20%,+0,25,16225,+0,14875,15720,530,,,,
10月04日 星期一,41,+5,,16255,+0,12255,+4,2236,13.76%,+1,1764,10.85%,+0,36,0.22%,+5,1622,9.98%,+0,14582,89.71%,+0,15,0.09%,+1,846,5.20%,+0,25,16230,+0,14875,15721,534,,,,
10月05日 星期二,41,+7,,16262,+0,12255,+3,2239,13.77%,+4,1768,10.87%,+0,36,0.22%,+7,1629,10.02%,+0,14582,89.67%,+0,15,0.09%,+0,846,5.20%,+0,25,16237,+0,14875,15721,541,,,,
10月06日 星期三,41,+5,,16267,+0,12255,+1,2240,13.77%,+4,1772,10.89%,+0,36,0.22%,+5,1634,10.04%,+0,14582,89.64%,+0,15,0.09%,+0,846,5.20%,+0,25,16242,+0,14875,15721,546,,,,
10月07日 星期四,41,+4,,16271,+0,12255,+2,2242,13.78%,+2,1774,10.90%,+0,36,0.22%,+4,1638,10.07%,+0,14582,89.62%,+0,15,0.09%,+0,846,5.20%,+0,25,16246,+0,14875,15721,550,,,,
10月08日 星期五,41,+12,,16283,+0,12255,+7,2249,13.81%,+5,1779,10.93%,+0,36,0.22%,+12,1650,10.13%,+0,14582,89.55%,+0,15,0.09%,+0,846,5.20%,+0,25,16258,+0,14875,15721,562,,,,
10月09日 星期六,41,+4,+43,16287,+0,12255,+1,2250,13.81%,+3,1782,10.94%,+0,36,0.22%,+3,1653,10.15%,+1,14583,89.54%,+0,15,0.09%,+0,846,5.19%,+0,25,16262,+0,14875,15721,566,,,,
10月10日 星期日,42,+7,,16294,+0,12255,+6,2256,13.85%,+1,1783,10.94%,+0,36,0.22%,+7,1660,10.19%,+0,14583,89.50%,+0,15,0.09%,+0,846,5.19%,+0,25,16269,+0,14875,15721,573,,,,
10月11日 星期一,42,+11,,16305,+0,12255,+5,2261,13.87%,+6,1789,10.97%,+0,36,0.22%,+10,1670,10.24%,+1,14584,89.44%,+0,15,0.09%,+0,846,5.19%,+0,25,16280,+0,14875,15721,584,,,,
10月12日 星期二,42,+4,,16309,+0,12255,+2,2263,13.88%,+2,1791,10.98%,+0,36,0.22%,+4,1674,10.26%,+0,14584,89.42%,+0,15,0.09%,+0,846,5.19%,+0,25,16284,+0,14875,15721,588,,,,
10月13日 星期三,42,+4,,16313,+0,12255,+3,2266,13.89%,+1,1792,10.99%,+0,36,0.22%,+4,1678,10.29%,+0,14584,89.40%,+0,15,0.09%,+0,846,5.19%,+0,25,16288,+0,14875,15721,592,,,,
10月14日 星期四,42,+8,,16321,+0,12255,+6,2272,13.92%,+2,1794,10.99%,+0,36,0.22%,+8,1686,10.33%,+0,14584,89.36%,+0,15,0.09%,+0,846,5.18%,+0,25,16296,+0,14875,15721,600,,,,
10月15日 星期五,42,+4,,16325,+0,12255,+1,2273,13.92%,+3,1797,11.01%,+0,36,0.22%,+4,1690,10.35%,+0,14584,89.34%,+0,15,0.09%,+0,846,5.18%,+0,25,16300,+0,14875,15721,604,,,,
10月16日 星期六,42,+11,+49,16336,+0,12255,+6,2279,13.95%,+5,1802,11.03%,+0,36,0.22%,+10,1700,10.41%,+1,14585,89.28%,+0,15,0.09%,+0,846,5.18%,+0,25,16311,+0,14875,15721,615,,,,
10月17日 星期日,43,+1,,16337,+0,12255,+0,2279,13.95%,+1,1803,11.04%,+0,36,0.22%,+1,1701,10.41%,+0,14585,89.28%,+0,15,0.09%,+0,846,5.18%,+0,25,16312,+0,14875,15721,616,,,,
10月18日 星期一,43,+0,,16337,+0,12255,+0,2279,13.95%,+0,1803,11.04%,+0,36,0.22%,+0,1701,10.41%,+0,14585,89.28%,+0,15,0.09%,+0,846,5.18%,+0,25,16312,+0,14875,15721,616,,,,
10月19日 星期二,43,+6,,16343,+0,12255,+5,2284,13.98%,+1,1804,11.04%,+0,36,0.22%,+5,1706,10.44%,+1,14586,89.25%,+0,15,0.09%,+0,846,5.18%,+0,25,16318,+0,14875,15721,622,,,,
10月20日 星期三,43,+4,,16347,+0,12255,+0,2284,13.97%,+4,1808,11.06%,+0,36,0.22%,+4,1710,10.46%,+0,14586,89.23%,+0,15,0.09%,+0,846,5.18%,+0,25,16322,+0,14875,15721,626,,,,
10月21日 星期四,43,+2,,16349,+0,12255,+1,2285,13.98%,+1,1809,11.06%,+0,36,0.22%,+2,1712,10.47%,+0,14586,89.22%,+0,15,0.09%,+0,846,5.17%,+0,25,16324,+0,14875,15721,628,,,,
10月22日 星期五,43,+8,,16357,+0,12255,+2,2287,13.98%,+6,1815,11.10%,+0,36,0.22%,+6,1718,10.50%,+2,14588,89.19%,+0,15,0.09%,+1,847,5.18%,+0,25,16332,+0,14875,15722,635,,,,
10月23日 星期六,43,+7,+28,16364,+0,12255,+5,2292,14.01%,+2,1817,11.10%,+0,36,0.22%,+7,1725,10.54%,+0,14588,89.15%,+0,15,0.09%,+0,847,5.18%,+0,25,16339,+0,14875,15722,642,,,,
10月24日 星期日,44,+4,,16368,+0,12255,+1,2293,14.01%,+3,1820,11.12%,+0,36,0.22%,+4,1729,10.56%,+0,14588,89.13%,+0,15,0.09%,+0,847,5.17%,+0,25,16343,+0,14875,15722,646,,,,
10月25日 星期一,44,+8,,16376,+0,12255,+4,2297,14.03%,+4,1824,11.14%,+0,36,0.22%,+6,1735,10.59%,+2,14590,89.09%,+0,15,0.09%,+0,847,5.17%,+0,25,16351,+0,14875,15722,654,,,,
10月26日 星期二,44,+4,,16380,+0,12255,+4,2301,14.05%,+0,1824,11.14%,+0,36,0.22%,+4,1739,10.62%,+0,14590,89.07%,+0,15,0.09%,+0,847,5.17%,+0,25,16355,+0,14875,15722,658,,,,
10月27日 星期三,44,+8,,16388,+0,12255,+7,2308,14.08%,+1,1825,11.14%,+0,36,0.22%,+8,1747,10.66%,+0,14590,89.03%,+0,15,0.09%,+0,847,5.17%,+0,25,16363,+0,14875,15722,666,,,,
10月28日 星期四,44,+6,,16394,+0,12255,+2,2310,14.09%,+4,1829,11.16%,+0,36,0.22%,+6,1753,10.69%,+0,14590,89.00%,+0,15,0.09%,+0,847,5.17%,+0,25,16369,+0,14875,15722,672,,,,
10月29日 星期五,44,+5,,16399,+0,12255,+4,2314,14.11%,+1,1830,11.16%,+0,36,0.22%,+5,1758,10.72%,+0,14590,88.97%,+0,15,0.09%,+0,847,5.16%,+0,25,16374,+0,14875,15722,677,,,,
10月30日 星期六,44,+7,+42,16406,+0,12255,+3,2317,14.12%,+4,1834,11.18%,+0,36,0.22%,+7,1765,10.76%,+0,14590,88.93%,+0,15,0.09%,+0,847,5.16%,+0,25,16381,+0,14875,15722,684,,,,
10月31日 星期日,45,+6,,16412,+0,12255,+4,2321,14.14%,+2,1836,11.19%,+0,36,0.22%,+6,1771,10.79%,+0,14590,88.90%,+0,15,0.09%,+0,847,5.16%,+0,25,16387,+0,14875,15722,690,,,,
11月01日 星期一,45,+5,,16417,+0,12255,+3,2324,14.16%,+2,1838,11.20%,+0,36,0.22%,+5,1776,10.82%,+0,14590,88.87%,+0,15,0.09%,+0,847,5.16%,+0,25,16392,+0,14875,15722,695,,,,
11月02日 星期二,45,+4,,16421,+0,12255,+3,2327,14.17%,+1,1839,11.20%,+0,36,0.22%,+4,1780,10.84%,+0,14590,88.85%,+0,15,0.09%,+0,847,5.16%,+0,25,16396,+0,14875,15722,699,,,,
11月03日 星期三,45,+7,,16428,+0,12255,+3,2330,14.18%,+4,1843,11.22%,+0,36,0.22%,+7,1787,10.88%,+0,14590,88.81%,+0,15,0.09%,+0,847,5.16%,+0,25,16403,+0,14875,15722,706,,,,
11月04日 星期四,45,+2,,16430,+0,12255,+2,2332,14.19%,+0,1843,11.22%,+0,36,0.22%,+1,1788,10.88%,+1,14591,88.81%,+0,15,0.09%,+0,847,5.16%,+0,25,16405,+0,14875,15722,708,,,,
11月05日 星期五,45,+6,,16436,+0,12255,+5,2337,14.22%,+1,1844,11.22%,+0,36,0.22%,+6,1794,10.92%,+0,14591,88.77%,+0,15,0.09%,+0,847,5.15%,+0,25,16411,+0,14875,15722,714,,,,
11月06日 星期六,45,+2,+32,16438,+0,12255,+1,2338,14.22%,+1,1845,11.22%,+0,36,0.22%,+2,1796,10.93%,+0,14591,88.76%,+0,15,0.09%,+0,847,5.15%,+0,25,16413,+0,14875,15722,716,,,,
11月07日 星期日,46,+4,,16442,+0,12255,+2,2340,14.23%,+2,1847,11.23%,+0,36,0.22%,+4,1800,10.95%,+0,14591,88.74%,+0,15,0.09%,+0,847,5.15%,+0,25,16417,+0,14875,15722,720,,,,
11月08日 星期一,46,+3,,16445,+0,12255,+2,2342,14.24%,+1,1848,11.24%,+0,36,0.22%,+3,1803,10.96%,+0,14591,88.73%,+0,15,0.09%,+0,847,5.15%,+0,25,16420,+0,14875,15722,723,,,,
11月09日 星期二,46,+6,,16451,+0,12255,+4,2346,14.26%,+2,1850,11.25%,+0,36,0.22%,+6,1809,11.00%,+0,14591,88.69%,+0,15,0.09%,+0,847,5.15%,+0,25,16426,+0,14875,15722,729,,,,
11月10日 星期三,46,+5,,16456,+0,12255,+3,2349,14.27%,+2,1852,11.25%,+0,36,0.22%,+5,1814,11.02%,+0,14591,88.67%,+0,15,0.09%,+0,847,5.15%,+0,25,16431,+0,14875,15722,734,,,,
11月11日 星期四,46,+9,,16465,+0,12255,+4,2353,14.29%,+5,1857,11.28%,+0,36,0.22%,+9,1823,11.07%,+0,14591,88.62%,+0,15,0.09%,+0,847,5.14%,+0,25,16440,+0,14875,15722,743,,,,
11月12日 星期五,46,+10,,16475,+0,12255,+9,2362,14.34%,+1,1858,11.28%,+0,36,0.22%,+10,1833,11.13%,+0,14591,88.56%,+0,15,0.09%,+0,847,5.14%,+0,25,16450,+0,14875,15722,753,,,,
11月13日 星期六,46,+4,+41,16479,+0,12255,+2,2364,14.35%,+2,1860,11.29%,+0,36,0.22%,+4,1837,11.15%,+0,14591,88.54%,+0,15,0.09%,+0,847,5.14%,+0,25,16454,+0,14875,15722,757,,,,
11月14日 星期日,47,+8,,16487,+0,12255,+3,2367,14.36%,+5,1865,11.31%,+0,36,0.22%,+8,1845,11.19%,+0,14591,88.50%,+0,15,0.09%,+0,847,5.14%,+0,25,16462,+0,14875,15722,765,,,,
11月15日 星期一,47,+9,,16496,+0,12255,+5,2372,14.38%,+4,1869,11.33%,+0,36,0.22%,+9,1854,11.24%,+0,14591,88.45%,+0,15,0.09%,+0,847,5.13%,+0,25,16471,+0,14875,15722,774,,,,
11月16日 星期二,47,+2,,16498,+0,12255,+2,2374,14.39%,+0,1869,11.33%,+0,36,0.22%,+2,1856,11.25%,+0,14591,88.44%,+0,15,0.09%,+0,847,5.13%,+0,25,16473,+0,14875,15722,776,,,,
11月17日 星期三,47,+5,,16503,+0,12255,+4,2378,14.41%,+1,1870,11.33%,+0,36,0.22%,+5,1861,11.28%,+0,14591,88.41%,+0,15,0.09%,+0,847,5.13%,+0,25,16478,+0,14875,15722,781,,,,
11月18日 星期四,47,+3,,16506,+0,12255,+2,2380,14.42%,+1,1871,11.34%,+0,36,0.22%,+3,1864,11.29%,+0,14591,88.40%,+0,15,0.09%,+0,847,5.13%,+0,25,16481,+0,14875,15722,784,,,,
11月19日 星期五,47,+10,,16516,+0,12255,+5,2385,14.44%,+5,1876,11.36%,+0,36,0.22%,+10,1874,11.35%,+0,14591,88.34%,+0,15,0.09%,+0,847,5.13%,+0,25,16491,+0,14875,15722,794,,,,
11月20日 星期六,47,+4,+41,16520,+0,12255,+2,2387,14.45%,+2,1878,11.37%,+0,36,0.22%,+4,1878,11.37%,+0,14591,88.32%,+0,15,0.09%,+0,847,5.13%,+0,25,16495,+0,14875,15722,798,,,,
11月21日 星期日,48,+9,,16529,+0,12255,+4,2391,14.47%,+5,1883,11.39%,+0,36,0.22%,+9,1887,11.42%,+0,14591,88.28%,+0,15,0.09%,+0,847,5.12%,+0,25,16504,+0,14875,15722,807,,,,
11月22日 星期一,48,+3,,16532,+0,12255,+1,2392,14.47%,+2,1885,11.40%,+0,36,0.22%,+3,1890,11.43%,+0,14591,88.26%,+0,15,0.09%,+0,847,5.12%,+0,25,16507,+0,14875,15722,810,,,,
11月23日 星期二,48,+7,,16539,+0,12255,+4,2396,14.49%,+3,1888,11.42%,+0,36,0.22%,+7,1897,11.47%,+0,14591,88.22%,+0,15,0.09%,+0,847,5.12%,+0,25,16514,+0,14875,15722,817,,,,
11月24日 星期三,48,+5,,16544,+0,12255,+1,2397,14.49%,+4,1892,11.44%,+0,36,0.22%,+5,1902,11.50%,+0,14591,88.20%,+0,15,0.09%,+0,847,5.12%,+0,25,16519,+0,14875,15722,822,,,,
11月25日 星期四,48,+10,,16554,+0,12255,+6,2403,14.52%,+4,1896,11.45%,+0,36,0.22%,+10,1912,11.55%,+0,14591,88.14%,+0,15,0.09%,+0,847,5.12%,+0,25,16529,+0,14875,15722,832,,,,
11月26日 星期五,48,+12,,16566,+0,12255,+9,2412,14.56%,+3,1899,11.46%,+0,36,0.22%,+12,1924,11.61%,+0,14591,88.08%,+0,15,0.09%,+0,847,5.11%,+0,25,16541,+0,14875,15722,844,,,,
11月27日 星期六,48,+12,+58,16578,+0,12255,+8,2420,14.60%,+4,1903,11.48%,+0,36,0.22%,+12,1936,11.68%,+0,14591,88.01%,+0,15,0.09%,+0,847,5.11%,+0,25,16553,+0,14875,15722,856,,,,
